Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
3.2533,10L_120212,Hedge,26,0.0,A,15,128800.0,,
3.505605,10L_120212,Cancel,24,,,-70,,,
3.505645,10L_120212,Cancel,25,,,-23,,,
3.505685,10L_120212,Insert,27,1.0,B,55,128900.0,G,
3.505685,10L_120212,Trade,27,1.0,B,21,128900.0,,541.0
3.505803,10L_120212,Insert,28,1.0,A,31,129400.0,G,
3.506502,10L_120212,Hedge,29,0.0,A,21,129100.0,,
3.801499,10L_120212,Trade,27,1.0,B,15,128900.0,,-193.0
3.801698,10L_120212,Trade,27,1.0,B,15,128900.0,,-193.0
3.802711,10L_120212,Trade,27,1.0,B,2,128900.0,,-26.0
3.80287,10L_120212,Cancel,27,,,-2,,,
3.803103,10L_120212,Cancel,28,,,-31,,,
3.803157,10L_120212,Insert,30,1.0,B,36,128500.0,G,
3.803475,10L_120212,Insert,31,1.0,A,46,129100.0,G,
3.803547,10L_120212,Hedge,32,0.0,A,15,128700.0,,
3.803593,10L_120212,Hedge,33,0.0,A,15,128700.0,,
3.803636,10L_120212,Hedge,34,0.0,A,2,128700.0,,
3.968866,10L_120212,Cancel,30,,,-36,,,
3.968997,10L_120212,Cancel,31,,,-46,,,
3.969233,10L_120212,Insert,35,1.0,B,19,128600.0,G,
3.969294,10L_120212,Insert,36,1.0,A,78,129200.0,G,
4.284717,10L_120212,Cancel,35,,,-19,,,
4.284765,10L_120212,Cancel,36,,,-78,,,
4.284995,10L_120212,Insert,37,1.0,B,19,128300.0,G,
4.285057,10L_120212,Insert,38,1.0,A,78,129000.0,G,
4.478727,10L_120212,Cancel,37,,,-19,,,
4.4788,10L_120212,Insert,39,1.0,B,19,128400.0,G,
5.05455,10L_120212,Cancel,39,,,-19,,,
5.054616,10L_120212,Cancel,38,,,-78,,,
5.054803,10L_120212,Insert,40,1.0,B,19,128500.0,G,
5.054873,10L_120212,Insert,41,1.0,A,78,129100.0,G,
5.523473,10L_120212,Cancel,41,,,-78,,,
5.523698,10L_120212,Insert,42,1.0,A,78,129000.0,G,
5.707193,10L_120212,Cancel,40,,,-19,,,
5.70723,10L_120212,Cancel,42,,,-78,,,
5.707261,10L_120212,Insert,43,1.0,B,19,128400.0,G,
5.707311,10L_120212,Insert,44,1.0,A,78,129100.0,G,
5.961143,10L_120212,Cancel,43,,,-19,,,
5.961357,10L_120212,Cancel,44,,,-78,,,
5.961411,10L_120212,Insert,45,1.0,B,19,128200.0,G,
5.961467,10L_120212,Insert,46,1.0,A,78,128900.0,G,
6.279516,10L_120212,Cancel,45,,,-19,,,
6.2796,10L_120212,Cancel,46,,,-78,,,
6.27964,10L_120212,Insert,47,1.0,B,19,128100.0,G,
6.279693,10L_120212,Insert,48,1.0,A,78,128700.0,G,
6.453167,10L_120212,Cancel,47,,,-19,,,
6.453249,10L_120212,Insert,49,1.0,B,19,128300.0,G,
6.468461,10L_120212,Cancel,49,,,-19,,,
6.468499,10L_120212,Insert,50,1.0,B,19,128100.0,G,
7.261923,10L_120212,Cancel,50,,,-19,,,
7.261961,10L_120212,Cancel,48,,,-78,,,
7.261995,10L_120212,Insert,51,1.0,B,19,127800.0,G,
7.262044,10L_120212,Insert,52,1.0,A,78,128500.0,G,
7.552625,10L_120212,Cancel,51,,,-19,,,
7.552668,10L_120212,Cancel,52,,,-78,,,
7.552696,10L_120212,Insert,53,1.0,B,19,127900.0,G,
7.552743,10L_120212,Insert,54,1.0,A,78,128600.0,G,
7.768388,10L_120212,Cancel,53,,,-19,,,
7.76843,10L_120212,Cancel,54,,,-78,,,
7.768641,10L_120212,Insert,55,1.0,B,19,128100.0,G,
7.768702,10L_120212,Insert,56,1.0,A,78,128700.0,G,
8.234585,10L_120212,Cancel,55,,,-19,,,
8.234625,10L_120212,Insert,57,1.0,B,19,128200.0,G,
8.52353,10L_120212,Cancel,57,,,-19,,,
8.52357,10L_120212,Cancel,56,,,-78,,,
8.523799,10L_120212,Insert,58,1.0,B,19,128300.0,G,
8.523846,10L_120212,Insert,59,1.0,A,78,128800.0,G,
8.762035,10L_120212,Cancel,59,,,-78,,,
8.762073,10L_120212,Insert,60,1.0,A,78,129000.0,G,
8.957561,10L_120212,Cancel,58,,,-19,,,
8.957607,10L_120212,Cancel,60,,,-78,,,
8.957636,10L_120212,Insert,61,1.0,B,19,128600.0,G,
8.957677,10L_120212,Insert,62,1.0,A,78,129100.0,G,
9.529514,10L_120212,Cancel,62,,,-78,,,
9.529554,10L_120212,Insert,63,1.0,A,78,129200.0,G,
9.760532,10L_120212,Cancel,63,,,-78,,,
9.760756,10L_120212,Insert,64,1.0,A,78,129000.0,G,
9.773705,10L_120212,Trade,64,1.0,A,2,129000.0,,-26.0
9.773934,10L_120212,Cancel,61,,,-19,,,
9.773972,10L_120212,Cancel,64,,,-76,,,
9.774002,10L_120212,Insert,65,1.0,B,19,128800.0,G,
9.774038,10L_120212,Insert,66,1.0,A,78,129300.0,G,
9.774081,10L_120212,Hedge,67,0.0,B,2,129100.0,,
9.966418,10L_120212,Cancel,65,,,-19,,,
9.966475,10L_120212,Cancel,66,,,-78,,,
9.966509,10L_120212,Insert,68,1.0,B,20,128900.0,G,
9.966739,10L_120212,Insert,69,1.0,A,76,129400.0,G,
10.055765,10L_120212,Cancel,69,,,-76,,,
10.055827,10L_120212,Insert,70,1.0,A,76,129200.0,G,
10.285014,10L_120212,Cancel,68,,,-20,,,
10.285064,10L_120212,Cancel,70,,,-76,,,
10.285107,10L_120212,Insert,71,1.0,B,20,129000.0,G,
10.28515,10L_120212,Insert,72,1.0,A,76,129600.0,G,
10.545441,10L_120212,Cancel,72,,,-76,,,
10.545488,10L_120212,Insert,73,1.0,A,76,129500.0,G,
10.749715,10L_120212,Cancel,71,,,-20,,,
10.749766,10L_120212,Cancel,73,,,-76,,,
10.749807,10L_120212,Insert,74,1.0,B,20,129100.0,G,
10.74985,10L_120212,Insert,75,1.0,A,76,129700.0,G,
10.958641,10L_120212,Cancel,74,,,-20,,,
10.958856,10L_120212,Insert,76,1.0,B,20,129000.0,G,
11.246339,10L_120212,Cancel,75,,,-76,,,
11.246396,10L_120212,Insert,77,1.0,A,76,129600.0,G,
11.459345,10L_120212,Cancel,76,,,-20,,,
11.459397,10L_120212,Insert,78,1.0,B,20,128900.0,G,
11.714014,10L_120212,Cancel,78,,,-20,,,
11.714076,10L_120212,Insert,79,1.0,B,20,129000.0,G,
12.023899,10L_120212,Cancel,79,,,-20,,,
12.023953,10L_120212,Cancel,77,,,-76,,,
12.024018,10L_120212,Insert,80,1.0,B,20,129600.0,G,
12.024018,10L_120212,Trade,80,1.0,B,13,129400.0,,336.0
12.024018,10L_120212,Trade,80,1.0,B,7,129500.0,,181.0
12.024211,10L_120212,Insert,81,1.0,A,76,130200.0,G,
12.025119,10L_120212,Hedge,82,0.0,A,13,129800.0,,
12.025188,10L_120212,Hedge,83,0.0,A,7,129800.0,,
12.212827,10L_120212,Cancel,81,,,-76,,,
12.213845,10L_120212,Insert,84,1.0,B,12,129800.0,G,
12.213965,10L_120212,Insert,85,1.0,A,96,130400.0,G,
12.542495,10L_120212,Cancel,84,,,-12,,,
12.542572,10L_120212,Cancel,85,,,-96,,,
12.542607,10L_120212,Insert,86,1.0,B,12,129500.0,G,
12.542689,10L_120212,Insert,87,1.0,A,96,130200.0,G,
12.557799,10L_120212,Cancel,86,,,-12,,,
12.55784,10L_120212,Insert,88,1.0,B,12,129700.0,G,
12.69462,10L_120212,Trade,88,1.0,B,12,129700.0,,-156.0
12.744652,10L_120212,Hedge,89,0.0,A,12,129600.0,,
12.747184,10L_120212,Cancel,87,,,-96,,,
12.747404,10L_120212,Insert,90,1.0,B,9,129400.0,G,
12.747481,10L_120212,Insert,91,1.0,A,108,130100.0,G,
13.038201,10L_120212,Cancel,90,,,-9,,,
13.038246,10L_120212,Cancel,91,,,-108,,,
13.038276,10L_120212,Insert,92,1.0,B,9,129600.0,G,
13.038339,10L_120212,Insert,93,1.0,A,108,130200.0,G,
13.207758,10L_120212,Cancel,92,,,-9,,,
13.207794,10L_120212,Cancel,93,,,-108,,,
13.207825,10L_120212,Insert,94,1.0,B,9,129400.0,G,
13.208294,10L_120212,Insert,95,1.0,A,108,130000.0,G,
13.467993,10L_120212,Cancel,94,,,-9,,,
13.468033,10L_120212,Cancel,95,,,-108,,,
13.468064,10L_120212,Insert,96,1.0,B,9,129300.0,G,
13.468102,10L_120212,Insert,97,1.0,A,108,129900.0,G,
13.699986,10L_120212,Trade,96,1.0,B,9,129300.0,,-116.0
13.713088,10L_120212,Hedge,98,0.0,A,9,126800.0,,
13.753166,10L_120212,Cancel,97,,,-108,,,
13.753844,10L_120212,Insert,99,1.0,B,7,126000.0,G,
13.753931,10L_120212,Insert,100,1.0,A,117,127400.0,G,
13.753931,10L_120212,Trade,100,1.0,A,12,127700.0,,306.0
13.753931,10L_120212,Trade,100,1.0,A,12,127400.0,,306.0
13.755996,10L_120212,Hedge,101,0.0,B,12,126900.0,,
13.756124,10L_120212,Hedge,102,0.0,B,12,126900.0,,
13.983511,10L_120212,Cancel,99,,,-7,,,
13.983555,10L_120212,Cancel,100,,,-93,,,
13.983583,10L_120212,Insert,103,1.0,B,13,126700.0,G,
13.983624,10L_120212,Insert,104,1.0,A,93,127300.0,G,
13.985281,10L_120212,Cancel,103,,,-13,,,
13.985324,10L_120212,Insert,105,1.0,B,13,126900.0,G,
13.985324,10L_120212,Trade,105,1.0,B,13,126800.0,,330.0
13.98579,10L_120212,Hedge,106,0.0,A,13,126900.0,,
14.257162,10L_120212,Insert,107,1.0,B,9,126800.0,G,
14.544566,10L_120212,Cancel,107,,,-9,,,
14.544788,10L_120212,Cancel,104,,,-93,,,
14.544817,10L_120212,Insert,108,1.0,B,9,126900.0,G,
14.544892,10L_120212,Insert,109,1.0,A,106,127600.0,G,
14.758699,10L_120212,Cancel,109,,,-106,,,
14.75875,10L_120212,Insert,110,1.0,A,106,127400.0,G,
14.971973,10L_120212,Trade,108,1.0,B,9,126900.0,,-114.0
15.003426,10L_120212,Hedge,111,0.0,A,9,127100.0,,
15.253703,10L_120212,Cancel,110,,,-106,,,
15.254028,10L_120212,Insert,112,1.0,B,7,126700.0,G,
15.254122,10L_120212,Insert,113,1.0,A,115,127300.0,G,
15.774244,10L_120212,Cancel,112,,,-7,,,
15.77429,10L_120212,Cancel,113,,,-115,,,
15.774323,10L_120212,Insert,114,1.0,B,7,126500.0,G,
15.774376,10L_120212,Insert,115,1.0,A,115,127200.0,G,
16.037109,10L_120212,Cancel,114,,,-7,,,
16.037169,10L_120212,Insert,116,1.0,B,7,126600.0,G,
16.479103,10L_120212,Cancel,116,,,-7,,,
16.479162,10L_120212,Cancel,115,,,-115,,,
16.479197,10L_120212,Insert,117,1.0,B,7,126300.0,G,
16.479263,10L_120212,Insert,118,1.0,A,115,126800.0,G,
16.960163,10L_120212,Cancel,117,,,-7,,,
16.960212,10L_120212,Cancel,118,,,-115,,,
16.960247,10L_120212,Insert,119,1.0,B,7,126200.0,G,
16.960307,10L_120212,Insert,120,1.0,A,115,126700.0,G,
17.263754,10L_120212,Cancel,119,,,-7,,,
17.263798,10L_120212,Cancel,120,,,-115,,,
17.26383,10L_120212,Insert,121,1.0,B,7,126000.0,G,
17.263869,10L_120212,Insert,122,1.0,A,115,126600.0,G,
17.482051,10L_120212,Cancel,121,,,-7,,,
17.482096,10L_120212,Cancel,122,,,-115,,,
17.482127,10L_120212,Insert,123,1.0,B,7,126100.0,G,
17.482333,10L_120212,Insert,124,1.0,A,115,126700.0,G,
17.598565,10L_120212,Cancel,124,,,-115,,,
17.598645,10L_120212,Insert,125,1.0,A,115,126500.0,G,
17.770163,10L_120212,Cancel,123,,,-7,,,
17.770201,10L_120212,Cancel,125,,,-115,,,
17.770233,10L_120212,Insert,126,1.0,B,7,126300.0,G,
17.77027,10L_120212,Insert,127,1.0,A,115,127000.0,G,
18.047714,10L_120212,Cancel,127,,,-115,,,
18.047759,10L_120212,Insert,128,1.0,A,115,126800.0,G,
18.100377,10L_120212,Cancel,128,,,-115,,,
18.100438,10L_120212,Insert,129,1.0,A,115,126600.0,G,
18.234697,10L_120212,Cancel,129,,,-115,,,
18.23474,10L_120212,Insert,130,1.0,A,115,126900.0,G,
18.517464,10L_120212,Cancel,130,,,-115,,,
18.517512,10L_120212,Insert,131,1.0,A,115,127000.0,G,
18.711717,10L_120212,Cancel,131,,,-115,,,
18.711762,10L_120212,Insert,132,1.0,A,115,126900.0,G,
18.947301,10L_120212,Cancel,132,,,-115,,,
18.947433,10L_120212,Insert,133,1.0,A,115,126700.0,G,
18.982246,10L_120212,Cancel,126,,,-7,,,
18.982279,10L_120212,Cancel,133,,,-115,,,
18.982306,10L_120212,Insert,134,1.0,B,7,126400.0,G,
18.982341,10L_120212,Insert,135,1.0,A,115,127000.0,G,
19.252846,10L_120212,Cancel,135,,,-115,,,
19.252889,10L_120212,Insert,136,1.0,A,115,127100.0,G,
19.476725,10L_120212,Cancel,134,,,-7,,,
19.476759,10L_120212,Insert,137,1.0,B,7,126500.0,G,
19.768346,10L_120212,Cancel,137,,,-7,,,
19.768393,10L_120212,Cancel,136,,,-115,,,
19.768422,10L_120212,Insert,138,1.0,B,7,126100.0,G,
19.768459,10L_120212,Insert,139,1.0,A,115,126800.0,G,
20.254944,10L_120212,Cancel,139,,,-115,,,
20.255034,10L_120212,Insert,140,1.0,A,115,126600.0,G,
20.296204,10L_120212,Cancel,140,,,-115,,,
20.296306,10L_120212,Insert,141,1.0,A,115,126800.0,G,
20.501501,10L_120212,Cancel,141,,,-115,,,
20.501536,10L_120212,Insert,142,1.0,A,115,126700.0,G,
20.737456,10L_120212,Cancel,138,,,-7,,,
20.737489,10L_120212,Cancel,142,,,-115,,,
20.737517,10L_120212,Insert,143,1.0,B,7,125900.0,G,
20.737549,10L_120212,Insert,144,1.0,A,115,126600.0,G,
20.966121,10L_120212,Cancel,143,,,-7,,,
20.966181,10L_120212,Cancel,144,,,-115,,,
20.966211,10L_120212,Insert,145,1.0,B,7,125500.0,G,
20.966246,10L_120212,Insert,146,1.0,A,115,126200.0,G,
21.218297,10L_120212,Cancel,145,,,-7,,,
21.218343,10L_120212,Cancel,146,,,-115,,,
21.218372,10L_120212,Insert,147,1.0,B,7,125700.0,G,
21.218408,10L_120212,Insert,148,1.0,A,115,126300.0,G,
21.484759,10L_120212,Cancel,147,,,-7,,,
21.484804,10L_120212,Cancel,148,,,-115,,,
21.484832,10L_120212,Insert,149,1.0,B,7,125900.0,G,
21.484867,10L_120212,Insert,150,1.0,A,115,126500.0,G,
21.738911,10L_120212,Cancel,150,,,-115,,,
21.738957,10L_120212,Insert,151,1.0,A,115,126600.0,G,
21.989197,10L_120212,Cancel,149,,,-7,,,
21.98925,10L_120212,Cancel,151,,,-115,,,
21.98928,10L_120212,Insert,152,1.0,B,7,125800.0,G,
21.989317,10L_120212,Insert,153,1.0,A,115,126400.0,G,
22.216762,10L_120212,Cancel,152,,,-7,,,
22.216797,10L_120212,Cancel,153,,,-115,,,
22.216825,10L_120212,Insert,154,1.0,B,7,125900.0,G,
22.216858,10L_120212,Insert,155,1.0,A,115,126600.0,G,
22.255341,10L_120212,Cancel,154,,,-7,,,
22.255413,10L_120212,Insert,156,1.0,B,7,126100.0,G,
22.466989,10L_120212,Cancel,156,,,-7,,,
22.467029,10L_120212,Cancel,155,,,-115,,,
22.467057,10L_120212,Insert,157,1.0,B,7,126200.0,G,
22.467095,10L_120212,Insert,158,1.0,A,115,126800.0,G,
22.997293,10L_120212,Cancel,157,,,-7,,,
22.997344,10L_120212,Insert,159,1.0,B,7,126100.0,G,
23.299108,10L_120212,Cancel,159,,,-7,,,
23.299154,10L_120212,Cancel,158,,,-115,,,
23.299181,10L_120212,Insert,160,1.0,B,7,126000.0,G,
23.299218,10L_120212,Insert,161,1.0,A,115,126700.0,G,
23.53911,10L_120212,Cancel,160,,,-7,,,
23.539144,10L_120212,Insert,162,1.0,B,7,126100.0,G,
23.791856,10L_120212,Cancel,161,,,-115,,,
23.791887,10L_120212,Insert,163,1.0,A,115,126800.0,G,
23.950316,10L_120212,Cancel,163,,,-115,,,
23.950368,10L_120212,Insert,164,1.0,A,115,126600.0,G,
24.037601,10L_120212,Cancel,162,,,-7,,,
24.037635,10L_120212,Cancel,164,,,-115,,,
24.037662,10L_120212,Insert,165,1.0,B,7,126200.0,G,
24.037693,10L_120212,Insert,166,1.0,A,115,126800.0,G,
24.215406,10L_120212,Trade,166,1.0,A,2,126800.0,,-25.0
24.215575,10L_120212,Cancel,165,,,-7,,,
24.215609,10L_120212,Cancel,166,,,-113,,,
24.215637,10L_120212,Insert,167,1.0,B,7,126700.0,G,
24.215686,10L_120212,Insert,168,1.0,A,115,127300.0,G,
24.215697,10L_120212,Hedge,169,0.0,B,2,127100.0,,
24.220506,10L_120212,Trade,167,1.0,B,7,126700.0,,-89.0
24.250565,10L_120212,Hedge,170,0.0,A,7,126700.0,,
24.539769,10L_120212,Cancel,168,,,-115,,,
24.539824,10L_120212,Insert,171,1.0,B,6,126500.0,G,
24.539883,10L_120212,Insert,172,1.0,A,120,127200.0,G,
25.023816,10L_120212,Cancel,171,,,-6,,,
25.023899,10L_120212,Insert,173,1.0,B,6,126600.0,G,
25.286936,10L_120212,Trade,173,1.0,B,6,126600.0,,-76.0
25.288093,10L_120212,Cancel,172,,,-120,,,
25.288128,10L_120212,Insert,174,1.0,B,6,126200.0,G,
25.28816,10L_120212,Insert,175,1.0,A,120,126800.0,G,
25.288193,10L_120212,Hedge,176,0.0,A,6,126400.0,,
25.778273,10L_120212,Cancel,174,,,-6,,,
25.778311,10L_120212,Cancel,175,,,-120,,,
25.77834,10L_120212,Insert,177,1.0,B,5,126500.0,G,
25.778378,10L_120212,Insert,178,1.0,A,126,127200.0,G,
26.012665,10L_120212,Cancel,177,,,-5,,,
26.01271,10L_120212,Cancel,178,,,-126,,,
26.01274,10L_120212,Insert,179,1.0,B,5,126700.0,G,
26.012797,10L_120212,Insert,180,1.0,A,126,127300.0,G,
26.265712,10L_120212,Cancel,180,,,-126,,,
26.265752,10L_120212,Insert,181,1.0,A,126,127400.0,G,
26.741068,10L_120212,Cancel,181,,,-126,,,
26.741109,10L_120212,Insert,182,1.0,A,126,127300.0,G,
27.286711,10L_120212,Cancel,179,,,-5,,,
27.286781,10L_120212,Cancel,182,,,-126,,,
27.286815,10L_120212,Insert,183,1.0,B,5,126500.0,G,
27.286859,10L_120212,Insert,184,1.0,A,126,127100.0,G,
27.353769,10L_120212,Cancel,184,,,-126,,,
27.353811,10L_120212,Insert,185,1.0,A,126,126900.0,G,
27.552634,10L_120212,Cancel,183,,,-5,,,
27.552665,10L_120212,Cancel,185,,,-126,,,
27.552692,10L_120212,Insert,186,1.0,B,5,126200.0,G,
27.552726,10L_120212,Insert,187,1.0,A,126,126800.0,G,
28.016052,10L_120212,Cancel,186,,,-5,,,
28.016104,10L_120212,Cancel,187,,,-126,,,
28.016136,10L_120212,Insert,188,1.0,B,5,126100.0,G,
28.016176,10L_120212,Insert,189,1.0,A,126,126700.0,G,
28.2831,10L_120212,Cancel,188,,,-5,,,
28.283148,10L_120212,Cancel,189,,,-126,,,
28.28318,10L_120212,Insert,190,1.0,B,5,126200.0,G,
28.283222,10L_120212,Insert,191,1.0,A,126,126800.0,G,
28.559848,10L_120212,Cancel,190,,,-5,,,
28.559912,10L_120212,Insert,192,1.0,B,5,126300.0,G,
28.779097,10L_120212,Cancel,191,,,-126,,,
28.779127,10L_120212,Insert,193,1.0,A,126,126900.0,G,
28.967538,10L_120212,Cancel,192,,,-5,,,
28.967569,10L_120212,Cancel,193,,,-126,,,
28.967596,10L_120212,Insert,194,1.0,B,5,126100.0,G,
28.96763,10L_120212,Insert,195,1.0,A,126,126700.0,G,
29.232707,10L_120212,Cancel,194,,,-5,,,
29.232754,10L_120212,Cancel,195,,,-126,,,
29.232791,10L_120212,Insert,196,1.0,B,5,126200.0,G,
29.232827,10L_120212,Insert,197,1.0,A,126,126800.0,G,
29.408796,10L_120212,Trade,196,1.0,B,5,126200.0,,-63.0
29.453077,10L_120212,Hedge,198,0.0,A,5,126200.0,,
29.45336,10L_120212,Insert,199,1.0,B,4,126100.0,G,
29.493811,10L_120212,Cancel,199,,,-4,,,
29.493839,10L_120212,Cancel,197,,,-126,,,
29.494036,10L_120212,Insert,200,1.0,B,4,125900.0,G,
29.494073,10L_120212,Insert,201,1.0,A,131,126700.0,G,
29.783375,10L_120212,Cancel,200,,,-4,,,
29.783413,10L_120212,Insert,202,1.0,B,4,126100.0,G,
29.985173,10L_120212,Cancel,202,,,-4,,,
29.985216,10L_120212,Cancel,201,,,-131,,,
29.985246,10L_120212,Insert,203,1.0,B,4,126200.0,G,
29.985303,10L_120212,Insert,204,1.0,A,131,126800.0,G,
30.215521,10L_120212,Cancel,203,,,-4,,,
30.215551,10L_120212,Cancel,204,,,-131,,,
30.215576,10L_120212,Insert,205,1.0,B,4,126100.0,G,
30.215613,10L_120212,Insert,206,1.0,A,131,126700.0,G,
30.671695,10L_120212,Trade,205,1.0,B,4,126100.0,,-50.0
30.693048,10L_120212,Hedge,207,0.0,A,4,126400.0,,
30.712592,10L_120212,Cancel,206,,,-131,,,
30.712629,10L_120212,Insert,208,1.0,B,4,126200.0,G,
30.712684,10L_120212,Insert,209,1.0,A,135,126800.0,G,
30.963473,10L_120212,Cancel,208,,,-4,,,
30.96352,10L_120212,Cancel,209,,,-135,,,
30.963552,10L_120212,Insert,210,1.0,B,4,126300.0,G,
30.96359,10L_120212,Insert,211,1.0,A,135,126900.0,G,
31.303416,10L_120212,Cancel,210,,,-4,,,
31.303476,10L_120212,Cancel,211,,,-135,,,
31.303495,10L_120212,Insert,212,1.0,B,4,126500.0,G,
31.303535,10L_120212,Insert,213,1.0,A,135,127100.0,G,
31.539997,10L_120212,Cancel,212,,,-4,,,
31.540198,10L_120212,Insert,214,1.0,B,4,126600.0,G,
31.760253,10L_120212,Cancel,214,,,-4,,,
31.760293,10L_120212,Insert,215,1.0,B,4,126500.0,G,
32.167129,10L_120212,Trade,215,1.0,B,4,126500.0,,-51.0
32.199878,10L_120212,Hedge,216,0.0,A,4,126500.0,,
32.209647,10L_120212,Cancel,213,,,-135,,,
32.210101,10L_120212,Insert,218,1.0,A,139,126900.0,G,
33.252107,10L_120212,Cancel,218,,,-139,,,
33.25242,10L_120212,Insert,222,1.0,A,139,127100.0,G,
33.549817,10L_120212,Cancel,222,,,-139,,,
33.550061,10L_120212,Insert,224,1.0,A,139,127200.0,G,
33.990134,10L_120212,Cancel,224,,,-139,,,
33.990177,10L_120212,Insert,226,1.0,A,139,127300.0,G,
34.260702,10L_120212,Cancel,226,,,-139,,,
34.260755,10L_120212,Insert,227,1.0,A,139,127200.0,G,
35.054215,10L_120212,Cancel,227,,,-139,,,
35.054686,10L_120212,Insert,230,1.0,A,139,127400.0,G,
35.474309,10L_120212,Cancel,230,,,-139,,,
35.474659,10L_120212,Insert,232,1.0,A,139,127500.0,G,
35.727345,10L_120212,Cancel,232,,,-139,,,
35.727633,10L_120212,Insert,234,1.0,A,139,127400.0,G,
36.534851,10L_120212,Cancel,234,,,-139,,,
36.53534,10L_120212,Insert,236,1.0,A,139,127500.0,G,
36.715947,10L_120212,Cancel,236,,,-139,,,
36.715988,10L_120212,Insert,237,1.0,A,139,127600.0,G,
37.040552,10L_120212,Cancel,237,,,-139,,,
37.040873,10L_120212,Insert,239,1.0,A,139,127400.0,G,
37.211016,10L_120212,Cancel,239,,,-139,,,
37.211313,10L_120212,Insert,241,1.0,A,139,127300.0,G,
37.797032,10L_120212,Cancel,241,,,-139,,,
37.797797,10L_120212,Insert,244,1.0,A,139,127200.0,G,
37.999825,10L_120212,Cancel,244,,,-139,,,
38.000219,10L_120212,Insert,246,1.0,A,139,127600.0,G,
38.280922,10L_120212,Cancel,246,,,-139,,,
38.281239,10L_120212,Insert,248,1.0,A,139,127400.0,G,
38.490398,10L_120212,Cancel,248,,,-139,,,
38.49043,10L_120212,Insert,249,1.0,A,139,127300.0,G,
38.710477,10L_120212,Cancel,249,,,-139,,,
38.710789,10L_120212,Insert,251,1.0,A,139,127500.0,G,
38.991599,10L_120212,Cancel,251,,,-139,,,
38.991902,10L_120212,Insert,253,1.0,A,139,127400.0,G,
39.763579,10L_120212,Cancel,253,,,-139,,,
39.763904,10L_120212,Insert,256,1.0,A,139,127300.0,G,
39.848895,10L_120212,Cancel,256,,,-139,,,
39.848922,10L_120212,Insert,257,1.0,A,139,127100.0,G,
40.025515,10L_120212,Cancel,257,,,-139,,,
40.025544,10L_120212,Insert,258,1.0,A,139,127300.0,G,
