Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
2.278156,SolowomanTrader_350014,Tick,0,0,0,0,128400,128200,0,0,0,OK
2.278156,PipInstallLiquidity_80271,Tick,0,0,0,0,128400,128200,0,0,0,OK
2.519525,StanfordCardinal_666,Tick,0,0,0,0,128400,128200,0,0,0,OK
2.519525,Algorizz_12321,Tick,0,0,0,0,128400,128200,0,0,0,OK
2.519525,10L_120212,Tick,0,0,0,0,128400,128200,0,0,0,OK
2.519525,Ni_Club_202131,Tick,0,0,0,0,128400,128200,0,0,0,OK
2.519525,AlphaPL_411325,Tick,60,100,-40,0,128400,128200,-1477,5165177,29177,OK
2.519525,usctradergo_202201,Tick,0,0,0,0,128400,128200,0,0,0,OK
2.519525,SolowomanTrader_350014,Tick,0,0,0,0,128400,128200,0,0,0,OK
2.519525,PipInstallLiquidity_80271,Tick,0,0,0,0,128400,128200,0,0,0,OK
2.750612,StanfordCardinal_666,Tick,30,0,30,0,128400,128200,770,-3852770,-770,OK
2.750612,Algorizz_12321,Tick,0,0,0,0,128400,128200,0,0,0,OK
2.750612,10L_120212,Tick,0,30,-30,30,128400,128200,-386,-14614,-20614,OK
2.750612,Ni_Club_202131,Tick,0,0,0,0,128400,128200,0,0,0,OK
2.750612,AlphaPL_411325,Tick,60,100,-40,0,128400,128200,-1477,5165177,29177,OK
2.750612,usctradergo_202201,Tick,0,0,0,0,128400,128200,0,0,0,OK
2.750612,SolowomanTrader_350014,Tick,0,0,0,0,128400,128200,0,0,0,OK
2.750612,PipInstallLiquidity_80271,Tick,0,0,0,0,128400,128200,0,0,0,OK
3.036409,StanfordCardinal_666,Tick,30,0,30,0,128400,129100,770,-3852770,14230,OK
3.036409,Algorizz_12321,Tick,0,0,0,0,128400,129100,0,0,0,OK
3.036409,10L_120212,Tick,0,30,-30,30,128400,129100,-386,-14614,-8614,OK
3.036409,Ni_Club_202131,Tick,0,0,0,0,128400,129100,0,0,0,OK
3.036409,AlphaPL_411325,Tick,60,100,-40,0,128400,129100,-1477,5165177,9177,OK
3.036409,usctradergo_202201,Tick,0,0,0,0,128400,129100,0,0,0,OK
3.036409,SolowomanTrader_350014,Tick,0,0,0,0,128400,129100,0,0,0,OK
3.036409,PipInstallLiquidity_80271,Tick,0,0,0,0,128400,129100,0,0,0,OK
3.247048,StanfordCardinal_666,Tick,30,15,15,0,129000,129000,1157,-1918157,16843,OK
3.247048,Algorizz_12321,Tick,0,0,0,0,129000,129000,0,0,0,OK
3.247048,10L_120212,Tick,0,30,-30,30,129000,129000,-386,-14614,-14614,OK
3.247048,Ni_Club_202131,Tick,0,0,0,0,129000,129000,0,0,0,OK
3.247048,AlphaPL_411325,Tick,75,100,-25,0,129000,129000,-1671,3230371,5371,OK
3.247048,usctradergo_202201,Tick,0,0,0,0,129000,129000,0,0,0,OK
3.247048,SolowomanTrader_350014,Tick,0,0,0,0,129000,129000,0,0,0,OK
3.247048,PipInstallLiquidity_80271,Tick,0,0,0,0,129000,129000,0,0,0,OK
3.500476,StanfordCardinal_666,Tick,30,30,0,0,129000,129100,1544,16456,16456,OK
3.500476,Algorizz_12321,Tick,0,0,0,0,129000,129100,0,0,0,OK
3.500476,10L_120212,Tick,15,30,-15,15,129000,129100,-580,-17420,-15920,OK
3.500476,Ni_Club_202131,Tick,0,0,0,0,129000,129100,0,0,0,OK
3.500476,AlphaPL_411325,Tick,75,100,-25,0,129000,129100,-1671,3230371,5371,OK
3.500476,usctradergo_202201,Tick,0,0,0,0,129000,129100,0,0,0,OK
3.500476,SolowomanTrader_350014,Tick,0,0,0,0,129000,129100,0,0,0,OK
3.500476,PipInstallLiquidity_80271,Tick,0,0,0,0,129000,129100,0,0,0,OK
3.794743,StanfordCardinal_666,Tick,60,30,30,0,128900,128800,2318,-3851318,15682,OK
3.794743,Algorizz_12321,Tick,0,0,0,0,128900,128800,0,0,0,OK
3.794743,10L_120212,Tick,36,30,6,-6,128900,128800,-39,-13761,-13161,OK
3.794743,Ni_Club_202131,Tick,0,0,0,0,128900,128800,0,0,0,OK
3.794743,AlphaPL_411325,Tick,75,100,-25,0,128900,128800,-1671,3230371,7871,OK
3.794743,usctradergo_202201,Tick,0,0,0,0,128900,128800,0,0,0,OK
3.794743,SolowomanTrader_350014,Tick,0,0,0,0,128900,128800,0,0,0,OK
3.794743,PipInstallLiquidity_80271,Tick,0,0,0,0,128900,128800,0,0,0,OK
3.963251,StanfordCardinal_666,Tick,60,60,0,0,128900,128700,3092,14908,14908,OK
3.963251,Algorizz_12321,Tick,0,0,0,0,128900,128700,0,0,0,OK
3.963251,10L_120212,Tick,68,30,38,-38,128900,128700,-451,-19749,-12149,OK
3.963251,Ni_Club_202131,Tick,0,0,0,0,128900,128700,0,0,0,OK
3.963251,AlphaPL_411325,Tick,75,175,-100,0,128900,128700,263,12895937,5937,OK
3.963251,usctradergo_202201,Tick,0,0,0,0,128900,128700,0,0,0,OK
3.963251,SolowomanTrader_350014,Tick,0,2,-2,2,128900,128700,52,-252,-652,OK
3.963251,PipInstallLiquidity_80271,Tick,75,0,75,-75,128900,128700,-967,-14033,967,OK
4.279352,StanfordCardinal_666,Tick,60,60,0,0,128900,128700,3092,14908,14908,OK
4.279352,Algorizz_12321,Tick,0,0,0,0,128900,128700,0,0,0,OK
4.279352,10L_120212,Tick,68,30,38,-38,128900,128700,-451,-19749,-12149,OK
4.279352,Ni_Club_202131,Tick,0,0,0,0,128900,128700,0,0,0,OK
4.279352,AlphaPL_411325,Tick,75,175,-100,0,128900,128700,263,12895937,5937,OK
4.279352,usctradergo_202201,Tick,0,0,0,0,128900,128700,0,0,0,OK
4.279352,SolowomanTrader_350014,Tick,0,2,-2,2,128900,128700,52,-252,-652,OK
4.279352,PipInstallLiquidity_80271,Tick,75,0,75,-75,128900,128700,-967,-14033,967,OK
4.47384,StanfordCardinal_666,Tick,60,60,0,0,128900,128700,3092,14908,14908,OK
4.47384,Algorizz_12321,Tick,0,0,0,0,128900,128700,0,0,0,OK
4.47384,10L_120212,Tick,68,30,38,-38,128900,128700,-451,-19749,-12149,OK
4.47384,Ni_Club_202131,Tick,0,0,0,0,128900,128700,0,0,0,OK
4.47384,AlphaPL_411325,Tick,75,175,-100,0,128900,128700,263,12895937,5937,OK
4.47384,usctradergo_202201,Tick,0,0,0,0,128900,128700,0,0,0,OK
4.47384,SolowomanTrader_350014,Tick,0,2,-2,2,128900,128700,52,-252,-652,OK
4.47384,PipInstallLiquidity_80271,Tick,75,0,75,-75,128900,128700,-967,-14033,967,OK
4.733101,StanfordCardinal_666,Tick,60,60,0,0,128900,128700,3092,14908,14908,OK
4.733101,Algorizz_12321,Tick,0,0,0,0,128900,128700,0,0,0,OK
4.733101,10L_120212,Tick,68,30,38,-38,128900,128700,-451,-19749,-12149,OK
4.733101,Ni_Club_202131,Tick,0,0,0,0,128900,128700,0,0,0,OK
4.733101,AlphaPL_411325,Tick,75,175,-100,0,128900,128700,263,12895937,5937,OK
4.733101,usctradergo_202201,Tick,0,0,0,0,128900,128700,0,0,0,OK
4.733101,SolowomanTrader_350014,Tick,0,2,-2,2,128900,128700,52,-252,-652,OK
4.733101,PipInstallLiquidity_80271,Tick,75,0,75,-75,128900,128700,-967,-14033,967,OK
5.048747,StanfordCardinal_666,Tick,60,60,0,0,128900,128700,3092,14908,14908,OK
5.048747,Algorizz_12321,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.048747,10L_120212,Tick,68,30,38,-38,128900,128700,-451,-19749,-12149,OK
5.048747,Ni_Club_202131,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.048747,AlphaPL_411325,Tick,75,175,-100,0,128900,128700,263,12895937,5937,OK
5.048747,usctradergo_202201,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.048747,SolowomanTrader_350014,Tick,0,2,-2,2,128900,128700,52,-252,-652,OK
5.048747,PipInstallLiquidity_80271,Tick,75,0,75,-75,128900,128700,-967,-14033,967,OK
5.267725,StanfordCardinal_666,Tick,60,60,0,0,128900,128700,3092,14908,14908,OK
5.267725,Algorizz_12321,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.267725,10L_120212,Tick,68,30,38,-38,128900,128700,-451,-19749,-12149,OK
5.267725,Ni_Club_202131,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.267725,AlphaPL_411325,Tick,75,175,-100,0,128900,128700,263,12895937,5937,OK
5.267725,usctradergo_202201,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.267725,SolowomanTrader_350014,Tick,0,2,-2,2,128900,128700,52,-252,-652,OK
5.267725,PipInstallLiquidity_80271,Tick,75,0,75,-75,128900,128700,-967,-14033,967,OK
5.518211,StanfordCardinal_666,Tick,60,60,0,0,128900,128700,3092,14908,14908,OK
5.518211,Algorizz_12321,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.518211,10L_120212,Tick,68,30,38,-38,128900,128700,-451,-19749,-12149,OK
5.518211,Ni_Club_202131,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.518211,AlphaPL_411325,Tick,75,175,-100,0,128900,128700,263,12895937,5937,OK
5.518211,usctradergo_202201,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.518211,SolowomanTrader_350014,Tick,0,2,-2,2,128900,128700,52,-252,-652,OK
5.518211,PipInstallLiquidity_80271,Tick,75,0,75,-75,128900,128700,-967,-14033,967,OK
5.702068,StanfordCardinal_666,Tick,60,60,0,0,128900,128700,3092,14908,14908,OK
5.702068,Algorizz_12321,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.702068,10L_120212,Tick,68,30,38,-38,128900,128700,-451,-19749,-12149,OK
5.702068,Ni_Club_202131,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.702068,AlphaPL_411325,Tick,75,175,-100,0,128900,128700,263,12895937,5937,OK
5.702068,usctradergo_202201,Tick,0,0,0,0,128900,128700,0,0,0,OK
5.702068,SolowomanTrader_350014,Tick,0,2,-2,2,128900,128700,52,-252,-652,OK
5.702068,PipInstallLiquidity_80271,Tick,75,0,75,-75,128900,128700,-967,-14033,967,OK
5.955922,StanfordCardinal_666,Tick,60,60,0,0,128600,128400,3092,14908,14908,OK
5.955922,Algorizz_12321,Tick,0,0,0,0,128600,128400,0,0,0,OK
5.955922,10L_120212,Tick,68,30,38,-38,128600,128400,-451,-19749,-12149,OK
5.955922,Ni_Club_202131,Tick,0,0,0,0,128600,128400,0,0,0,OK
5.955922,AlphaPL_411325,Tick,105,175,-70,0,128600,128400,-123,9038323,36323,OK
5.955922,usctradergo_202201,Tick,0,0,0,0,128600,128400,0,0,0,OK
5.955922,SolowomanTrader_350014,Tick,0,2,-2,2,128600,128400,52,-252,-652,OK
5.955922,PipInstallLiquidity_80271,Tick,75,0,75,-75,128600,128400,-967,-14033,967,OK
6.274322,StanfordCardinal_666,Tick,60,60,0,0,128600,128400,3092,14908,14908,OK
6.274322,Algorizz_12321,Tick,0,0,0,0,128600,128400,0,0,0,OK
6.274322,10L_120212,Tick,68,30,38,-38,128600,128400,-451,-19749,-12149,OK
6.274322,Ni_Club_202131,Tick,0,0,0,0,128600,128400,0,0,0,OK
6.274322,AlphaPL_411325,Tick,105,175,-70,0,128600,128400,-123,9038323,36323,OK
6.274322,usctradergo_202201,Tick,0,0,0,0,128600,128400,0,0,0,OK
6.274322,SolowomanTrader_350014,Tick,0,2,-2,2,128600,128400,52,-252,-652,OK
6.274322,PipInstallLiquidity_80271,Tick,75,0,75,-75,128600,128400,-967,-14033,967,OK
6.463707,StanfordCardinal_666,Tick,60,60,0,0,128300,128400,3092,14908,14908,OK
6.463707,Algorizz_12321,Tick,0,0,0,0,128300,128400,0,0,0,OK
6.463707,10L_120212,Tick,68,30,38,-38,128300,128400,-451,-19749,-23549,OK
6.463707,Ni_Club_202131,Tick,0,0,0,0,128300,128400,0,0,0,OK
6.463707,AlphaPL_411325,Tick,159,175,-16,0,128300,128400,-816,2110816,58016,OK
6.463707,usctradergo_202201,Tick,0,0,0,0,128300,128400,0,0,0,OK
6.463707,SolowomanTrader_350014,Tick,0,2,-2,2,128300,128400,52,-252,-52,OK
6.463707,PipInstallLiquidity_80271,Tick,75,0,75,-75,128300,128400,-967,-14033,-21533,OK
6.777067,StanfordCardinal_666,Tick,60,60,0,0,128300,128400,3092,14908,14908,OK
6.777067,Algorizz_12321,Tick,0,0,0,0,128300,128400,0,0,0,OK
6.777067,10L_120212,Tick,68,30,38,-38,128300,128400,-451,-19749,-23549,OK
6.777067,Ni_Club_202131,Tick,0,0,0,0,128300,128400,0,0,0,OK
6.777067,AlphaPL_411325,Tick,159,175,-16,0,128300,128400,-816,2110816,58016,OK
6.777067,usctradergo_202201,Tick,0,0,0,0,128300,128400,0,0,0,OK
6.777067,SolowomanTrader_350014,Tick,0,2,-2,2,128300,128400,52,-252,-52,OK
6.777067,PipInstallLiquidity_80271,Tick,75,0,75,-75,128300,128400,-967,-14033,-21533,OK
7.049999,StanfordCardinal_666,Tick,60,60,0,0,128300,128400,3092,14908,14908,OK
7.049999,Algorizz_12321,Tick,0,0,0,0,128300,128400,0,0,0,OK
7.049999,10L_120212,Tick,68,30,38,-38,128300,128400,-451,-19749,-23549,OK
7.049999,Ni_Club_202131,Tick,0,0,0,0,128300,128400,0,0,0,OK
7.049999,AlphaPL_411325,Tick,159,175,-16,0,128300,128400,-816,2110816,58016,OK
7.049999,usctradergo_202201,Tick,0,0,0,0,128300,128400,0,0,0,OK
7.049999,SolowomanTrader_350014,Tick,0,2,-2,2,128300,128400,52,-252,-52,OK
7.049999,PipInstallLiquidity_80271,Tick,75,0,75,-75,128300,128400,-967,-14033,-21533,OK
7.25676,StanfordCardinal_666,Tick,60,60,0,0,128300,128300,3092,14908,14908,OK
7.25676,Algorizz_12321,Tick,0,0,0,0,128300,128300,0,0,0,OK
7.25676,10L_120212,Tick,68,30,38,-38,128300,128300,-451,-19749,-19749,OK
7.25676,Ni_Club_202131,Tick,0,0,0,0,128300,128300,0,0,0,OK
7.25676,AlphaPL_411325,Tick,159,175,-16,0,128300,128300,-816,2110816,58016,OK
7.25676,usctradergo_202201,Tick,0,0,0,0,128300,128300,0,0,0,OK
7.25676,SolowomanTrader_350014,Tick,0,2,-2,2,128300,128300,52,-252,-252,OK
7.25676,PipInstallLiquidity_80271,Tick,75,0,75,-75,128300,128300,-967,-14033,-14033,OK
7.547329,StanfordCardinal_666,Tick,60,60,0,0,128300,128300,3092,14908,14908,OK
7.547329,Algorizz_12321,Tick,0,0,0,0,128300,128300,0,0,0,OK
7.547329,10L_120212,Tick,68,30,38,-38,128300,128300,-451,-19749,-19749,OK
7.547329,Ni_Club_202131,Tick,0,0,0,0,128300,128300,0,0,0,OK
7.547329,AlphaPL_411325,Tick,159,175,-16,0,128300,128300,-816,2110816,58016,OK
7.547329,usctradergo_202201,Tick,0,0,0,0,128300,128300,0,0,0,OK
7.547329,SolowomanTrader_350014,Tick,0,2,-2,2,128300,128300,52,-252,-252,OK
7.547329,PipInstallLiquidity_80271,Tick,75,0,75,-75,128300,128300,-967,-14033,-14033,OK
7.763242,StanfordCardinal_666,Tick,60,60,0,0,128300,128300,3092,14908,14908,OK
7.763242,Algorizz_12321,Tick,0,0,0,0,128300,128300,0,0,0,OK
7.763242,10L_120212,Tick,68,30,38,-38,128300,128300,-451,-19749,-19749,OK
7.763242,Ni_Club_202131,Tick,0,0,0,0,128300,128300,0,0,0,OK
7.763242,AlphaPL_411325,Tick,159,175,-16,0,128300,128300,-816,2110816,58016,OK
7.763242,usctradergo_202201,Tick,0,0,0,0,128300,128300,0,0,0,OK
7.763242,SolowomanTrader_350014,Tick,0,2,-2,2,128300,128300,52,-252,-252,OK
7.763242,PipInstallLiquidity_80271,Tick,75,0,75,-75,128300,128300,-967,-14033,-14033,OK
8.017707,StanfordCardinal_666,Tick,60,60,0,0,128300,128300,3092,14908,14908,OK
8.017707,Algorizz_12321,Tick,0,0,0,0,128300,128300,0,0,0,OK
8.017707,10L_120212,Tick,68,30,38,-38,128300,128300,-451,-19749,-19749,OK
8.017707,Ni_Club_202131,Tick,0,0,0,0,128300,128300,0,0,0,OK
8.017707,AlphaPL_411325,Tick,159,175,-16,0,128300,128300,-816,2110816,58016,OK
8.017707,usctradergo_202201,Tick,0,0,0,0,128300,128300,0,0,0,OK
8.017707,SolowomanTrader_350014,Tick,0,2,-2,2,128300,128300,52,-252,-252,OK
8.017707,PipInstallLiquidity_80271,Tick,75,0,75,-75,128300,128300,-967,-14033,-14033,OK
8.22385,StanfordCardinal_666,Tick,60,60,0,0,128300,128300,3092,14908,14908,OK
8.22385,Algorizz_12321,Tick,0,0,0,0,128300,128300,0,0,0,OK
8.22385,10L_120212,Tick,68,30,38,-38,128300,128300,-451,-19749,-19749,OK
8.22385,Ni_Club_202131,Tick,0,0,0,0,128300,128300,0,0,0,OK
8.22385,AlphaPL_411325,Tick,159,175,-16,0,128300,128300,-816,2110816,58016,OK
8.22385,usctradergo_202201,Tick,0,0,0,0,128300,128300,0,0,0,OK
8.22385,SolowomanTrader_350014,Tick,0,2,-2,2,128300,128300,52,-252,-252,OK
8.22385,PipInstallLiquidity_80271,Tick,75,0,75,-75,128300,128300,-967,-14033,-14033,OK
8.518383,StanfordCardinal_666,Tick,60,60,0,0,128500,128500,3092,14908,14908,OK
8.518383,Algorizz_12321,Tick,0,0,0,0,128500,128500,0,0,0,OK
8.518383,10L_120212,Tick,68,30,38,-38,128500,128500,-451,-19749,-19749,OK
8.518383,Ni_Club_202131,Tick,0,0,0,0,128500,128500,0,0,0,OK
8.518383,AlphaPL_411325,Tick,159,204,-45,0,128500,128500,-1189,5837689,55189,OK
8.518383,usctradergo_202201,Tick,0,0,0,0,128500,128500,0,0,0,OK
8.518383,SolowomanTrader_350014,Tick,2,2,0,0,128500,128500,103,-103,-103,OK
8.518383,PipInstallLiquidity_80271,Tick,75,0,75,-75,128500,128500,-967,-14033,-14033,OK
8.757212,StanfordCardinal_666,Tick,60,60,0,0,128500,128500,3092,14908,14908,OK
8.757212,Algorizz_12321,Tick,0,0,0,0,128500,128500,0,0,0,OK
8.757212,10L_120212,Tick,68,30,38,-38,128500,128500,-451,-19749,-19749,OK
8.757212,Ni_Club_202131,Tick,0,0,0,0,128500,128500,0,0,0,OK
8.757212,AlphaPL_411325,Tick,159,204,-45,0,128500,128500,-1189,5837689,55189,OK
8.757212,usctradergo_202201,Tick,0,0,0,0,128500,128500,0,0,0,OK
8.757212,SolowomanTrader_350014,Tick,2,2,0,0,128500,128500,103,-103,-103,OK
8.757212,PipInstallLiquidity_80271,Tick,75,0,75,-75,128500,128500,-967,-14033,-14033,OK
8.952013,StanfordCardinal_666,Tick,60,60,0,0,128500,128500,3092,14908,14908,OK
8.952013,Algorizz_12321,Tick,0,0,0,0,128500,128500,0,0,0,OK
8.952013,10L_120212,Tick,68,30,38,-38,128500,128500,-451,-19749,-19749,OK
8.952013,Ni_Club_202131,Tick,0,0,0,0,128500,128500,0,0,0,OK
8.952013,AlphaPL_411325,Tick,159,204,-45,0,128500,128500,-1189,5837689,55189,OK
8.952013,usctradergo_202201,Tick,0,0,0,0,128500,128500,0,0,0,OK
8.952013,SolowomanTrader_350014,Tick,2,2,0,0,128500,128500,103,-103,-103,OK
8.952013,PipInstallLiquidity_80271,Tick,75,0,75,-75,128500,128500,-967,-14033,-14033,OK
9.294026,StanfordCardinal_666,Tick,60,60,0,0,128800,128500,3092,14908,14908,OK
9.294026,Algorizz_12321,Tick,0,0,0,0,128800,128500,0,0,0,OK
9.294026,10L_120212,Tick,68,30,38,-38,128800,128500,-451,-19749,-12149,OK
9.294026,Ni_Club_202131,Tick,0,0,0,0,128800,128500,0,0,0,OK
9.294026,AlphaPL_411325,Tick,257,204,53,0,128800,128500,253,-6786153,34947,OK
9.294026,usctradergo_202201,Tick,0,0,0,0,128800,128500,0,0,0,OK
9.294026,SolowomanTrader_350014,Tick,2,2,0,0,128800,128500,103,-103,-103,OK
9.294026,PipInstallLiquidity_80271,Tick,75,0,75,-75,128800,128500,-967,-14033,967,OK
9.524725,StanfordCardinal_666,Tick,60,60,0,0,128800,128900,3092,14908,14908,OK
9.524725,Algorizz_12321,Tick,0,0,0,0,128800,128900,0,0,0,OK
9.524725,10L_120212,Tick,68,30,38,-38,128800,128900,-451,-19749,-23549,OK
9.524725,Ni_Club_202131,Tick,0,0,0,0,128800,128900,0,0,0,OK
9.524725,AlphaPL_411325,Tick,257,204,53,0,128800,128900,253,-6786153,40247,OK
9.524725,usctradergo_202201,Tick,0,0,0,0,128800,128900,0,0,0,OK
9.524725,SolowomanTrader_350014,Tick,2,2,0,0,128800,128900,103,-103,-103,OK
9.524725,PipInstallLiquidity_80271,Tick,75,0,75,-75,128800,128900,-967,-14033,-21533,OK
9.768188,StanfordCardinal_666,Tick,60,60,0,0,129000,128900,3092,14908,14908,OK
9.768188,Algorizz_12321,Tick,0,0,0,0,129000,128900,0,0,0,OK
9.768188,10L_120212,Tick,68,30,38,-38,129000,128900,-451,-19749,-15949,OK
