Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
22.969,TraderOne,Tick,243,242,1,-1,126400,126400,2881,-33881,-33881,OK
23.297,TraderOne,Tick,243,242,1,-1,126400,126400,2881,-33881,-33881,OK
23.547,TraderOne,Tick,243,242,1,-1,126400,126400,2881,-33881,-33881,OK
23.765,TraderOne,Tick,243,242,1,-1,126400,126400,2881,-33881,-33881,OK
23.953,TraderOne,Tick,243,243,0,-1,126600,126400,2868,92732,-33668,OK
24.203,TraderOne,Tick,243,243,0,0,126600,126400,2868,-33868,-33868,OK
24.5,TraderOne,Tick,253,243,10,-10,126400,126400,3121,-31121,-31121,OK
24.812,TraderOne,Tick,253,243,10,-10,126400,126400,3121,-31121,-31121,OK
24.969,TraderOne,Tick,253,243,10,-10,126400,126400,3121,-31121,-31121,OK
25.297,TraderOne,Tick,253,245,8,-8,126800,126400,3096,-31496,-29896,OK
25.531,TraderOne,Tick,273,245,28,-28,126500,126400,3222,-34622,-31822,OK
25.765,TraderOne,Tick,273,245,28,-28,126500,126400,3222,-34622,-31822,OK
26.047,TraderOne,Tick,283,245,38,-38,126700,126400,3475,-32875,-25275,OK
26.297,TraderOne,Tick,283,247,36,-36,126800,126400,3450,-33650,-26450,OK
26.453,TraderOne,Tick,283,249,34,-34,126800,126400,3425,-34425,-27625,OK
26.797,TraderOne,Tick,283,253,30,-30,126900,126400,3375,-35175,-29175,OK
26.953,TraderOne,Tick,283,263,20,-20,126700,126400,3628,-38428,-34428,OK
27.203,TraderOne,Tick,283,265,18,-18,126800,126400,3603,-39003,-35403,OK
27.547,TraderOne,Tick,283,273,10,-10,126900,126400,3502,-37302,-35302,OK
27.765,TraderOne,Tick,283,283,0,0,126500,126400,3755,-38555,-38555,OK
28.0,TraderOne,Tick,283,283,0,0,126500,126400,3755,-38555,-38555,OK
28.312,TraderOne,Tick,283,293,-10,10,126400,126500,4008,-39808,-38808,OK
28.469,TraderOne,Tick,283,293,-10,10,126400,126500,4008,-39808,-38808,OK
28.812,TraderOne,Tick,293,293,0,0,126400,126500,3882,-40682,-40682,OK
28.953,TraderOne,Tick,293,293,0,0,126400,126500,3882,-40682,-40682,OK
29.265,TraderOne,Tick,293,293,0,0,126400,126500,3882,-40682,-40682,OK
29.562,TraderOne,Tick,303,293,10,-10,126100,126500,3756,-41556,-43556,OK
29.797,TraderOne,Tick,303,293,10,-10,126100,126500,3756,-41556,-43556,OK
30.015,TraderOne,Tick,303,295,8,-10,126400,126500,3731,211269,-42531,OK
30.281,TraderOne,Tick,303,295,8,-8,126400,126500,3731,-41731,-42531,OK
30.5,TraderOne,Tick,303,295,8,-8,126400,126500,3731,-41731,-42531,OK
30.765,TraderOne,Tick,313,295,18,-18,126100,126500,3605,-41605,-45205,OK
30.953,TraderOne,Tick,313,295,18,-18,126100,126700,3605,-41605,-45205,OK
31.25,TraderOne,Tick,313,295,18,-18,126100,126700,3605,-41605,-45205,OK
31.531,TraderOne,Tick,313,297,16,-16,126700,126900,3580,-42180,-45380,OK
31.703,TraderOne,Tick,313,299,14,-14,126700,126900,3555,-42555,-45355,OK
32.015,TraderOne,Tick,313,299,14,-14,126700,126900,3555,-42555,-45355,OK
32.25,TraderOne,Tick,323,299,24,-24,126500,126900,3428,-43428,-48228,OK
32.515,TraderOne,Tick,323,299,24,-24,126500,126900,3428,-43428,-48228,OK
32.75,TraderOne,Tick,323,301,22,-24,126500,126900,3403,209597,-48603,OK
32.953,TraderOne,Tick,323,301,22,-22,126500,126700,3403,-43803,-48203,OK
33.297,TraderOne,Tick,323,301,22,-22,126500,126700,3403,-43803,-48203,OK
33.453,TraderOne,Tick,323,309,14,-14,126800,126700,3302,-47702,-46302,OK
33.75,TraderOne,Tick,323,309,14,-14,126800,126700,3302,-47702,-46302,OK
33.953,TraderOne,Tick,323,309,14,-14,126800,126700,3302,-47702,-46302,OK
34.25,TraderOne,Tick,323,309,14,-14,126800,126700,3302,-47702,-46302,OK
34.469,TraderOne,Tick,323,309,14,-14,126800,126700,3302,-47702,-46302,OK
34.781,TraderOne,Tick,333,309,24,-24,126300,126700,3175,-47575,-52375,OK
35.062,TraderOne,Tick,333,309,24,-24,126300,127100,3175,-47575,-52375,OK
35.25,TraderOne,Tick,333,319,14,-14,126800,127100,3048,-51448,-54248,OK
35.547,TraderOne,Tick,333,319,14,-14,126800,127200,3048,-51448,-54248,OK
35.703,TraderOne,Tick,333,319,14,-14,126800,127000,3048,-51448,-54248,OK
36.0,TraderOne,Tick,333,319,14,-14,126800,127000,3048,-51448,-54248,OK
36.297,TraderOne,Tick,333,319,14,-14,127000,127200,3048,-51448,-54248,OK
36.453,TraderOne,Tick,333,319,14,-14,127100,127200,3048,-51448,-52848,OK
36.781,TraderOne,Tick,333,319,14,-14,127100,127200,3048,-51448,-52848,OK
37.047,TraderOne,Tick,333,319,14,-14,127100,127200,3048,-51448,-52848,OK
37.312,TraderOne,Tick,343,319,24,-24,126700,126800,2921,-52321,-54721,OK
37.484,TraderOne,Tick,343,319,24,-24,126700,126800,2921,-52321,-54721,OK
37.75,TraderOne,Tick,343,319,24,-24,126700,126800,2921,-52321,-54721,OK
38.015,TraderOne,Tick,343,329,14,-24,126800,127100,2794,1215806,-57994,OK
38.25,TraderOne,Tick,343,329,14,-14,126800,127100,2794,-58194,-60994,OK
38.515,TraderOne,Tick,343,329,14,-14,126800,127100,2794,-58194,-60994,OK
38.75,TraderOne,Tick,353,339,14,-14,127000,127100,2540,-59940,-61340,OK
38.953,TraderOne,Tick,353,339,14,-14,127200,127100,2540,-59940,-58540,OK
39.234,TraderOne,Tick,353,339,14,-14,127200,127100,2540,-59940,-58540,OK
39.547,TraderOne,Tick,353,339,14,-14,127200,127100,2540,-59940,-58540,OK
39.781,TraderOne,Tick,353,339,14,-14,127200,127100,2540,-59940,-58540,OK
40.015,TraderOne,Tick,353,349,4,-4,127100,127100,2413,-60813,-60813,OK
40.203,TraderOne,Tick,353,349,4,-4,127100,127100,2413,-60813,-60813,OK
40.562,TraderOne,Tick,363,349,14,-14,127100,127100,2286,-59686,-59686,OK
40.734,TraderOne,Tick,373,349,24,-14,126800,127100,2159,-1327559,-61359,OK
41.0,TraderOne,Tick,373,359,14,-14,126700,127100,2412,-63812,-66612,OK
41.203,TraderOne,Tick,373,359,14,-14,126700,127100,2412,-63812,-66612,OK
41.469,TraderOne,Tick,373,369,4,-14,126800,126900,2285,1204315,-65085,OK
41.719,TraderOne,Tick,383,369,14,-4,126400,126900,2158,-1331558,-65358,OK
41.984,TraderOne,Tick,383,369,14,-14,126400,126900,2158,-65558,-68358,OK
42.281,TraderOne,Tick,383,369,14,-14,126400,126900,2158,-65558,-68358,OK
42.5,TraderOne,Tick,383,369,14,-14,126400,126900,2158,-65558,-68358,OK
42.765,TraderOne,Tick,383,369,14,-14,126400,126900,2158,-65558,-68358,OK
43.0,TraderOne,Tick,383,371,12,-12,126300,126900,2209,-65809,-68209,OK
43.203,TraderOne,Tick,383,381,2,-2,126300,126900,2462,-67062,-67462,OK
43.469,TraderOne,Tick,383,381,2,-2,126300,126900,2462,-67062,-67462,OK
43.765,TraderOne,Tick,393,381,12,-12,126300,126400,2715,-66315,-67515,OK
44.047,TraderOne,Tick,393,381,12,-12,126300,126400,2715,-66315,-67515,OK
44.25,TraderOne,Tick,393,381,12,-12,126300,126400,2715,-66315,-67515,OK
44.453,TraderOne,Tick,393,391,2,-2,126200,126400,2589,-68189,-68589,OK
44.734,TraderOne,Tick,393,391,2,-2,126400,126400,2589,-68189,-68189,OK
44.953,TraderOne,Tick,393,391,2,-2,126400,126800,2589,-68189,-68589,OK
45.234,TraderOne,Tick,403,401,2,-2,126900,126800,2715,-68315,-68115,OK
45.547,TraderOne,Tick,403,401,2,-2,126700,126800,2715,-68315,-68515,OK
45.797,TraderOne,Tick,403,401,2,-2,126700,126800,2715,-68315,-68515,OK
46.047,TraderOne,Tick,403,411,-8,8,126900,126800,2588,-70188,-70988,OK
46.297,TraderOne,Tick,413,411,2,-2,126900,126800,2461,-72061,-71861,OK
46.469,TraderOne,Tick,413,411,2,-2,126900,126800,2461,-72061,-71861,OK
46.781,TraderOne,Tick,413,411,2,-2,126900,126800,2461,-72061,-71861,OK
47.0,TraderOne,Tick,413,411,2,-2,127000,126800,2461,-72061,-71661,OK
47.219,TraderOne,Tick,413,411,2,-2,127000,126800,2461,-72061,-71661,OK
47.531,TraderOne,Tick,413,411,2,-2,126900,126800,2461,-72061,-71861,OK
47.765,TraderOne,Tick,413,411,2,-2,127000,126800,2461,-72061,-71661,OK
47.953,TraderOne,Tick,413,411,2,-2,126900,126800,2461,-72061,-71861,OK
48.297,TraderOne,Tick,413,421,-8,8,126900,126800,2715,-72315,-73115,OK
48.5,TraderOne,Tick,413,421,-8,8,126900,126800,2715,-72315,-73115,OK
48.75,TraderOne,Tick,413,421,-8,8,126900,126800,2715,-72315,-73115,OK
49.047,TraderOne,Tick,423,421,2,-2,126900,126800,2969,-72569,-72369,OK
49.25,TraderOne,Tick,423,421,2,-2,126900,126800,2969,-72569,-72369,OK
49.515,TraderOne,Tick,423,421,2,-2,126900,126800,2969,-72569,-72369,OK
49.719,TraderOne,Tick,423,421,2,-2,126900,126800,2969,-72569,-72369,OK
49.953,TraderOne,Tick,423,421,2,-2,126900,126800,2969,-72569,-72369,OK
50.281,TraderOne,Tick,423,421,2,-2,126900,126800,2969,-72569,-72369,OK
50.515,TraderOne,Tick,423,421,2,-2,126900,126800,2969,-72569,-72369,OK
50.719,TraderOne,Tick,423,421,2,-2,126900,126800,2969,-72569,-72369,OK
50.969,TraderOne,Tick,423,421,2,-2,126900,126800,2969,-72569,-72369,OK
51.234,TraderOne,Tick,423,421,2,-2,126900,126800,2969,-72569,-72369,OK
51.515,TraderOne,Tick,433,421,12,-12,126900,126700,2842,-75442,-73042,OK
51.797,TraderOne,Tick,433,421,12,-12,126900,126700,2842,-75442,-73042,OK
51.984,TraderOne,Tick,433,431,2,-2,126900,126700,2715,-73315,-72915,OK
52.297,TraderOne,Tick,433,441,-8,8,126600,126500,2968,-72568,-73368,OK
52.484,TraderOne,Tick,433,441,-8,8,126600,126500,2968,-72568,-73368,OK
52.797,TraderOne,Tick,433,451,-18,18,126800,126500,2841,-70441,-74041,OK
52.969,TraderOne,Tick,433,451,-18,18,126800,126500,2841,-70441,-74041,OK
53.312,TraderOne,Tick,435,451,-16,16,126500,126500,2816,-71016,-71016,OK
53.453,TraderOne,Tick,435,451,-16,16,126500,126500,2816,-71016,-71016,OK
53.75,TraderOne,Tick,435,451,-16,16,126400,126500,2816,-71016,-69416,OK
54.015,TraderOne,Tick,435,451,-16,16,126400,126500,2816,-71016,-69416,OK
54.25,TraderOne,Tick,435,451,-16,16,126400,126500,2816,-71016,-69416,OK
54.469,TraderOne,Tick,435,451,-16,16,126400,126500,2816,-71016,-69416,OK
54.719,TraderOne,Tick,435,451,-16,16,126400,126500,2816,-71016,-69416,OK
54.953,TraderOne,Tick,437,451,-14,14,126400,126500,2791,-71391,-69991,OK
55.25,TraderOne,Tick,437,451,-14,14,126400,126500,2791,-71391,-69991,OK
55.531,TraderOne,Tick,437,451,-14,14,126200,126500,2791,-71391,-68591,OK
55.719,TraderOne,Tick,437,451,-14,14,126200,126500,2791,-71391,-68591,OK
55.969,TraderOne,Tick,439,451,-12,12,126300,126500,2766,-71766,-69366,OK
56.25,TraderOne,Tick,449,451,-2,2,126500,126500,3019,-73019,-73019,OK
56.484,TraderOne,Tick,459,451,8,-8,126200,126500,2893,-73893,-75493,OK
56.734,TraderOne,Tick,459,451,8,-8,126200,126500,2893,-73893,-75493,OK
56.984,TraderOne,Tick,459,451,8,-8,126200,126500,2893,-73893,-75493,OK
57.219,TraderOne,Tick,459,451,8,-8,126200,126100,2893,-73893,-73093,OK
57.453,TraderOne,Tick,459,461,-2,2,126100,126100,3145,-73145,-73145,OK
57.781,TraderOne,Tick,459,461,-2,2,126100,126100,3145,-73145,-73145,OK
58.0,TraderOne,Tick,459,461,-2,2,126100,126100,3145,-73145,-73145,OK
58.234,TraderOne,Tick,459,461,-2,2,126100,126100,3145,-73145,-73145,OK
58.469,TraderOne,Tick,459,461,-2,2,126100,126100,3145,-73145,-73145,OK
58.75,TraderOne,Tick,459,461,-2,2,126100,126100,3145,-73145,-73145,OK
59.0,TraderOne,Tick,459,461,-2,2,126100,126000,3145,-73145,-73345,OK
59.281,TraderOne,Tick,459,461,-2,2,126100,126000,3145,-73145,-73345,OK
59.547,TraderOne,Tick,459,461,-2,2,126100,126000,3145,-73145,-73345,OK
59.75,TraderOne,Tick,459,461,-2,2,126100,126000,3145,-73145,-73345,OK
60.015,TraderOne,Tick,459,461,-2,2,126100,126000,3145,-73145,-73345,OK
60.265,TraderOne,Tick,459,461,-2,2,126100,126300,3145,-73145,-72745,OK
60.515,TraderOne,Tick,469,461,8,-8,126100,126300,3019,-76019,-77619,OK
60.765,TraderOne,Tick,469,471,-2,2,126100,126100,3271,-76271,-76271,OK
60.984,TraderOne,Tick,469,471,-2,2,126100,126100,3271,-76271,-76271,OK
61.25,TraderOne,Tick,469,471,-2,2,126100,126200,3271,-76271,-76071,OK
61.5,TraderOne,Tick,469,471,-2,2,126100,126300,3271,-76271,-75871,OK
61.703,TraderOne,Tick,479,471,8,-8,126500,126300,3524,-77524,-75924,OK
62.0,TraderOne,Tick,479,471,8,-8,126500,126300,3524,-77524,-75924,OK
62.265,TraderOne,Tick,479,472,7,-7,126600,126300,3511,-77611,-76211,OK
62.5,TraderOne,Tick,479,472,7,-7,126600,126300,3511,-77611,-76211,OK
62.828,TraderOne,Tick,479,472,7,-7,126600,126300,3511,-77611,-76211,OK
63.062,TraderOne,Tick,479,472,7,-7,126600,126500,3511,-77611,-76911,OK
63.203,TraderOne,Tick,489,472,17,-17,126300,126500,3385,-78485,-81885,OK
63.531,TraderOne,Tick,489,482,7,-7,126700,126500,3259,-79359,-77959,OK
63.719,TraderOne,Tick,489,482,7,-7,126700,127000,3259,-79359,-80759,OK
64.0,TraderOne,Tick,499,492,7,-7,127300,127500,3386,-82486,-83886,OK
64.281,TraderOne,Tick,509,492,17,-17,127500,127500,3641,-82741,-82741,OK
64.531,TraderOne,Tick,519,492,27,-27,127200,127600,3743,-83843,-89243,OK
64.765,TraderOne,Tick,519,492,27,-27,127000,127600,3743,-83843,-89243,OK
65.0,TraderOne,Tick,519,492,27,-27,127000,127600,3743,-83843,-89243,OK
65.281,TraderOne,Tick,519,502,17,-17,127100,127600,3616,-85716,-89116,OK
65.484,TraderOne,Tick,519,512,7,-7,127000,127600,3870,-86970,-88370,OK
65.719,TraderOne,Tick,519,512,7,-7,127000,127600,3870,-86970,-88370,OK
65.984,TraderOne,Tick,529,512,17,-17,127100,127600,4124,-87224,-90624,OK
66.297,TraderOne,Tick,529,512,17,-17,127100,127100,4124,-87224,-87224,OK
66.5,TraderOne,Tick,529,512,17,-17,127100,127100,4124,-87224,-87224,OK
66.781,TraderOne,Tick,529,512,17,-17,127100,127100,4124,-87224,-87224,OK
67.062,TraderOne,Tick,529,512,17,-17,127100,127100,4124,-87224,-87224,OK
67.219,TraderOne,Tick,529,512,17,-17,127100,127100,4124,-87224,-87224,OK
67.515,TraderOne,Tick,529,512,17,-17,127000,127100,4124,-87224,-88924,OK
67.765,TraderOne,Tick,539,522,17,-17,127300,127300,4251,-88351,-88351,OK
67.984,TraderOne,Tick,539,532,7,-7,127400,127300,4124,-89224,-88524,OK
68.25,TraderOne,Tick,539,532,7,-7,127400,127300,4124,-89224,-88524,OK
68.531,TraderOne,Tick,549,532,17,-17,127100,127300,3997,-89097,-92497,OK
68.703,TraderOne,Tick,549,532,17,-17,127100,127300,3997,-89097,-92497,OK
68.984,TraderOne,Tick,549,532,17,-17,127100,127300,3997,-89097,-92497,OK
69.297,TraderOne,Tick,549,532,17,-17,127100,127300,3997,-89097,-92497,OK
69.5,TraderOne,Tick,549,542,7,-7,127500,127300,3870,-92970,-91570,OK
69.719,TraderOne,Tick,549,542,7,-7,127500,127300,3870,-92970,-91570,OK
69.984,TraderOne,Tick,553,542,11,-11,127500,127300,3972,-93072,-90872,OK
70.297,TraderOne,Tick,553,542,11,-11,127500,127300,3972,-93072,-90872,OK
70.469,TraderOne,Tick,553,542,11,-11,127500,127300,3972,-93072,-90872,OK
70.734,TraderOne,Tick,553,542,11,-11,127500,127300,3972,-93072,-90872,OK
71.047,TraderOne,Tick,553,542,11,-11,127600,127300,3972,-93072,-90872,OK
71.265,TraderOne,Tick,553,542,11,-11,127600,127300,3972,-93072,-90872,OK
71.5,TraderOne,Tick,563,542,21,-21,127500,127300,3844,-91944,-87744,OK
71.734,TraderOne,Tick,563,552,11,-11,127500,127300,4099,-94199,-91999,OK
72.0,TraderOne,Tick,563,562,1,-1,127500,127500,4354,-95454,-95454,OK
72.203,TraderOne,Tick,563,572,-9,9,127300,127500,4609,-95709,-93909,OK
72.5,TraderOne,Tick,563,572,-9,9,127300,127500,4609,-95709,-93909,OK
72.75,TraderOne,Tick,563,572,-9,9,127300,127100,4609,-95709,-97509,OK
73.047,TraderOne,Tick,563,582,-19,19,126900,127100,4863,-94963,-91163,OK
73.219,TraderOne,Tick,573,582,-9,9,126900,127100,4736,-97836,-96036,OK
73.515,TraderOne,Tick,583,582,1,-1,126700,126600,4990,-99090,-98990,OK
73.797,TraderOne,Tick,583,582,1,-1,126700,126500,4990,-99090,-98890,OK
74.0,TraderOne,Tick,583,582,1,-1,126700,126200,4990,-99090,-98890,OK
74.297,TraderOne,Tick,583,592,-9,9,126300,126200,5243,-98343,-99243,OK
74.562,TraderOne,Tick,583,592,-9,9,126300,126200,5243,-98343,-99243,OK
74.703,TraderOne,Tick,583,592,-9,9,126300,126100,5243,-98343,-100143,OK
75.047,TraderOne,Tick,593,592,1,-1,126000,126100,5117,-99217,-99317,OK
75.265,TraderOne,Tick,593,592,1,-1,126000,126100,5117,-99217,-99317,OK
75.484,TraderOne,Tick,593,592,1,-1,126000,126100,5117,-99217,-99317,OK
75.797,TraderOne,Tick,593,602,-9,9,126100,126100,4991,-102091,-102091,OK
76.015,TraderOne,Tick,603,602,1,9,126200,126100,4865,-1363965,-102865,OK
76.281,TraderOne,Tick,603,602,1,-1,126200,126100,4865,-103965,-103865,OK
76.484,TraderOne,Tick,603,602,1,-1,126200,126100,4865,-103965,-103865,OK
76.797,TraderOne,Tick,603,602,1,-1,126200,126100,4865,-103965,-103865,OK
77.047,TraderOne,Tick,603,602,1,-1,126200,126100,4865,-103965,-103865,OK
77.297,TraderOne,Tick,603,602,1,-1,126200,126100,4865,-103965,-103865,OK
77.547,TraderOne,Tick,603,602,1,-1,126200,126100,4865,-103965,-103865,OK
77.703,TraderOne,Tick,603,602,1,-1,126100,126100,4865,-103965,-103965,OK
78.0,TraderOne,Tick,603,602,1,-1,126100,126100,4865,-103965,-103965,OK
78.25,TraderOne,Tick,603,602,1,-1,126100,126100,4865,-103965,-103965,OK
78.469,TraderOne,Tick,603,602,1,-1,126100,126100,4865,-103965,-103965,OK
78.703,TraderOne,Tick,603,612,-9,9,126000,126100,5117,-105217,-104317,OK
79.0,TraderOne,Tick,613,618,-5,5,126300,126100,5293,-105393,-106393,OK
79.297,TraderOne,Tick,613,618,-5,5,126300,126100,5293,-105393,-106393,OK
79.5,TraderOne,Tick,623,618,5,-5,126200,126100,5167,-108267,-107767,OK
79.797,TraderOne,Tick,623,618,5,-5,126200,126100,5167,-108267,-107767,OK
79.984,TraderOne,Tick,623,618,5,-5,126200,126100,5167,-108267,-107767,OK
80.203,TraderOne,Tick,623,618,5,-5,125900,126100,5167,-108267,-109267,OK
80.515,TraderOne,Tick,623,618,5,-5,125900,125800,5167,-108267,-107767,OK
80.75,TraderOne,Tick,623,618,5,-5,125900,125800,5167,-108267,-107767,OK
